.groups,time,HR1,HR2,Resp1,Resp2,group,trial,condition
1,17.894509,-0.445529824476992,1.3614618038225614,1.232851576611457,-1.3550315913783846,6,4,MovementCoop
2,17.896177,-0.39636776743646146,1.3614618038225614,1.2329522799895127,-1.1365520928549135,6,4,MovementCoop
3,17.897841,-0.39636776743646146,1.3614618038225614,1.2313782594828973,-0.9226653574851376,6,4,MovementCoop
4,17.899508,-0.39636776743646146,1.3614618038225614,1.2252274196920248,-0.7494634402589387,6,4,MovementCoop
5,17.901175,-0.39636776743646146,1.3614618038225614,1.2100210525020538,-0.6302259072084279,6,4,MovementCoop
6,17.902841,-0.39636776743646146,1.3614618038225614,1.1874083524701458,-0.5641796926087719,6,4,MovementCoop
7,17.904507,-0.39636776743646146,1.3614618038225614,1.1561657971184558,-0.5459150017582287,6,4,MovementCoop
8,17.906174,-0.17865008625696713,1.3614618038225614,1.1186165552504155,-0.5532119961139584,6,4,MovementCoop
9,17.907843,-0.16226273391012347,1.3614618038225614,1.0793015479882135,-0.5742356533959403,6,4,MovementCoop
10,17.909508,-0.16226273391012347,1.3614618038225614,1.0441199352293606,-0.6017010809523091,6,4,MovementCoop
11,17.911176,-0.16226273391012347,1.3614618038225614,1.017691111321223,-0.6346444724413616,6,4,MovementCoop
12,17.912842,-0.16226273391012347,1.3614618038225614,0.9985273841600587,-0.6771054654328321,6,4,MovementCoop
13,17.914509,-0.16226273391012347,1.3614618038225614,0.9719741342372248,-0.7219010880468498,6,4,MovementCoop
14,17.916175,-0.16226273391012347,1.3614618038225614,0.9153690167977787,-0.7562333998601396,6,4,MovementCoop
15,17.91784,-0.592588869079124,1.3614618038225614,0.8197727610725142,-0.7776809498517889,6,4,MovementCoop
16,17.919508,-0.8045405475951989,1.3614618038225614,0.6727157437805575,-0.784483994845206,6,4,MovementCoop
17,17.921175,-0.8045405475951989,1.3614618038225614,0.4575637620822346,-0.7843314467616327,6,4,MovementCoop
18,17.92284,-0.8045405475951989,-0.17143627983723084,0.15142077968616197,-0.7843990608685439,6,4,MovementCoop
19,17.924507,-0.8045405475951989,-1.033691451895864,-0.22165224426404076,-0.7857755464144989,6,4,MovementCoop
20,17.926177,-0.8045405475951989,-1.033691451895864,-0.6028132733765925,-0.8000696571246981,6,4,MovementCoop
21,17.927842,-0.8045405475951989,-1.033691451895864,-0.9382717789321057,-0.8319492089217566,6,4,MovementCoop
22,17.929508,-0.8045405475951989,-1.033691451895864,-1.2055317102874494,-0.8726762164916493,6,4,MovementCoop
23,17.931176,-1.5023582249635374,-1.033691451895864,-1.3985481154470862,-0.905514911588555,6,4,MovementCoop
24,17.932843,-1.7604551741271695,-1.033691451895864,-1.5054039043292398,-0.9188606484050982,6,4,MovementCoop
25,17.934507,-1.7604551741271695,-1.033691451895864,-1.5451756901744322,-0.9047694910404391,6,4,MovementCoop
26,17.936174,-1.7604551741271695,-1.033691451895864,-1.5156640232279361,-0.867711853311957,6,4,MovementCoop
27,17.937841,-1.7604551741271695,-1.0599212506673883,-1.3455938489451569,-0.8119015707101481,6,4,MovementCoop
28,17.939508,-1.7604551741271695,-1.68943642118397,-0.9847658687455153,-0.7473832794919593,6,4,MovementCoop
29,17.941175,-1.7604551741271695,-1.68943642118397,-0.519716412055668,-0.6912876631384884,6,4,MovementCoop
30,17.942841,-1.7604551741271695,-1.68943642118397,-0.05482083829687476,-0.6629053927333945,6,4,MovementCoop
31,17.944509,-1.872384363049229,-1.68943642118397,0.34815723989881253,-0.6673983445864112,6,4,MovementCoop
32,17.946177,-1.9275136650556166,-1.68943642118397,0.6683169228228792,-0.6922334834616043,6,4,MovementCoop
33,17.947842,-1.9275136650556166,-1.68943642118397,0.9157637394769753,-0.7290537501546572,6,4,MovementCoop
34,17.949508,-1.9275136650556166,-1.68943642118397,1.0922295208876176,-0.7625179590090971,6,4,MovementCoop
35,17.951177,-1.9275136650556166,-1.68943642118397,1.2048412697778934,-0.777671512743271,6,4,MovementCoop
36,17.952841,-1.9275136650556166,-1.68943642118397,1.2618322335457404,-0.7719406343023048,6,4,MovementCoop
37,17.954507,-1.9275136650556166,-1.68943642118397,1.2784141994537397,-0.7459606076266693,6,4,MovementCoop
38,17.956175000000002,-1.8913565837861948,-1.68943642118397,1.2717804233381502,-0.7072199448626064,6,4,MovementCoop
39,17.957841,-1.3248956438985855,-1.68943642118397,1.2534260151349486,-0.6684923830256626,6,4,MovementCoop
40,17.959508,-1.3248956438985855,-1.68943642118397,1.2299420973448374,-0.6395945134210678,6,4,MovementCoop
41,17.961175,-1.3248956438985855,-1.68943642118397,1.1796848275528657,-0.6097712520576783,6,4,MovementCoop
42,17.962843,-1.3248956438985855,-1.68943642118397,1.0947398785755313,-0.5681643728994896,6,4,MovementCoop
43,17.964509,-1.3248956438985855,-1.68943642118397,1.0013900465676133,-0.5215187439415258,6,4,MovementCoop
44,17.966176,-1.3248956438985855,-1.68943642118397,0.9272129751752097,-0.46843611877583713,6,4,MovementCoop
45,17.967842,-1.3248956438985855,-1.68943642118397,0.878890278546075,-0.4209631329628598,6,4,MovementCoop
46,17.969509,-1.1196661427815588,-1.925504610127687,0.8437210769679808,-0.3805590965538949,6,4,MovementCoop
47,17.971175,-1.0185829556642174,-2.345181390472072,0.7978885502200825,-0.334872610895778,6,4,MovementCoop
48,17.97284,-1.0185829556642174,-2.345181390472072,0.7352230060850383,-0.2816164539581643,6,4,MovementCoop
49,17.974507,-1.0185829556642174,-2.345181390472072,0.6638195979369,-0.21157923065384307,6,4,MovementCoop
50,17.976175,-1.0185829556642174,-2.345181390472072,0.6055314301244255,-0.1266021763670792,6,4,MovementCoop
51,17.977841,-1.0185829556642174,-2.345181390472072,0.5324504702276457,-0.049869824180864435,6,4,MovementCoop
52,17.979508,-1.0185829556642174,-2.345181390472072,0.43305466505108936,-0.00502090965992164,6,4,MovementCoop
53,17.981176,-0.2643068187967235,-2.345181390472072,0.3512690685428673,-0.00945524041532065,6,4,MovementCoop
54,17.982843,-0.10981652570338137,-2.345181390472072,0.32076387872144996,-0.05179099742551703,6,4,MovementCoop
55,17.984508,-0.10981652570338137,-2.345181390472072,0.3339322986101118,-0.12739256196166324,6,4,MovementCoop
56,17.986176,-0.10981652570338137,-2.6783587715223343,0.362289254435376,-0.2626424256214858,6,4,MovementCoop
57,17.987841,-0.10981652570338137,-2.6783587715223343,0.39176518032335783,-0.4557704088966203,6,4,MovementCoop
58,17.989508,-0.10981652570338137,-2.6783587715223343,0.4230366427289669,-0.694737536938251,6,4,MovementCoop
59,17.991174,0.2044281210365932,-2.6783587715223343,0.45431525334627887,-0.9470436292832533,6,4,MovementCoop
60,17.99284,0.675795091146555,-2.6783587715223343,0.4817921936143211,-1.1732001600737143,6,4,MovementCoop
61,17.994508,0.675795091146555,-2.6783587715223343,0.496678697968533,-1.3991631746271533,6,4,MovementCoop
62,17.996175,0.675795091146555,-2.6783587715223343,0.46520865667078287,-1.6515369921038732,6,4,MovementCoop
63,17.997842,0.675795091146555,-2.6783587715223343,0.3731578353983624,-1.885614476660313,6,4,MovementCoop
64,17.999508,0.675795091146555,-2.6783587715223343,0.2498549540092406,-2.07174556563059,6,4,MovementCoop
65,18.001177,0.6763958062643081,-2.4815073654873476,0.13370067708186825,-2.200931254381552,6,4,MovementCoop
66,18.002843,0.7358666029218579,-1.9753180356830957,0.039029839840905495,-2.2925585835285474,6,4,MovementCoop
67,18.004508,0.7358666029218579,-1.9753180356830957,-0.05489059227481039,-2.3530547790963645,6,4,MovementCoop
68,18.006175,0.7358666029218579,-1.9753180356830957,-0.14219924277248427,-2.3903153701703865,6,4,MovementCoop
69,18.007841,0.7358666029218579,-1.9753180356830957,-0.20846772126110316,-2.3893701049713014,6,4,MovementCoop
70,18.009508,0.7358666029218579,-1.9753180356830957,-0.2270934473019059,-2.342734024146661,6,4,MovementCoop
71,18.011174,0.7358666029218579,-1.9753180356830957,-0.19769646594976348,-2.2240118682460395,6,4,MovementCoop
72,18.012841,0.7122007819542273,-1.9753180356830957,-0.14748734839706507,-2.0207126804350106,6,4,MovementCoop
73,18.014509,0.6957550419597721,-1.9753180356830957,-0.10387712997098808,-1.7606065403378663,6,4,MovementCoop
74,18.016176,0.6957550419597721,-1.9753180356830957,-0.10199086615097834,-1.4746484961913189,6,4,MovementCoop
75,18.017841999999998,0.6957550419597721,-1.9753180356830957,-0.195877128243719,-1.1290139526203473,6,4,MovementCoop
76,18.019509,0.6957550419597721,-1.9753180356830957,-0.39123571173680965,-0.7242088496663222,6,4,MovementCoop
77,18.021177,0.6957550419597721,-1.9753180356830957,-0.6404737445608004,-0.3537919040030521,6,4,MovementCoop
78,18.022841,0.7260269495288557,-1.9753180356830957,-0.8740188604883637,-0.06659770966545284,6,4,MovementCoop
79,18.024508,0.8168426722361064,-1.9753180356830957,-1.0604717933727854,0.13134553047478953,6,4,MovementCoop
80,18.026175,0.8168426722361064,-1.9753180356830957,-1.2042112549168436,0.24456918285360033,6,4,MovementCoop
81,18.027841,0.8168426722361064,-1.9753180356830957,-1.3268598785557106,0.28952734578373995,6,4,MovementCoop
82,18.029507,0.8168426722361064,-1.9753180356830957,-1.4199747621987577,0.28992359331668993,6,4,MovementCoop
83,18.031174,0.8168426722361064,-1.9753180356830957,-1.4705460819949936,0.2640981131711372,6,4,MovementCoop
84,18.032843,0.8168426722361064,-1.3566421881445658,-1.4801224862270774,0.22565599611066137,6,4,MovementCoop
85,18.034508,0.43126214696628035,-1.2722772998438572,-1.4310808837352547,0.15969071859464806,6,4,MovementCoop
