.groups,time,HR1,HR2,Resp1,Resp2,group,trial,condition
1,28.213792,-0.6900230830420379,0.5586236317031131,-0.9451603938328331,-0.687735318430497,1,3,SelfPaced
2,28.215457999999998,-0.6900230830420379,0.5586236317031131,-0.9450615797212201,-0.7540063855674167,1,3,SelfPaced
3,28.217123,-1.5199081245899282,0.5586236317031131,-0.9419656230714426,-0.7919193897834377,1,3,SelfPaced
4,28.218793,-1.740510477406456,1.0110259800699792,-0.9345743688939476,-0.7875177712933626,1,3,SelfPaced
5,28.22046,-1.740510477406456,1.0450777697320015,-0.9101907029984783,-0.6848515201593005,1,3,SelfPaced
6,28.222125,-1.740510477406456,1.0450777697320015,-0.7941543718782941,-0.3766373447315049,1,3,SelfPaced
7,28.223792,-1.740510477406456,1.0450777697320015,-0.4574137230614924,0.18519293265497958,1,3,SelfPaced
8,28.225459,-1.740510477406456,1.0450777697320015,0.07124222375461492,0.8277943946764365,1,3,SelfPaced
9,28.227125,-1.740510477406456,1.2556537834753607,0.6352170879413411,1.3293151681542292,1,3,SelfPaced
10,28.228791,-1.740510477406456,1.3502603983455657,1.095168402281726,1.6381226707803973,1,3,SelfPaced
11,28.230457,-1.740510477406456,1.3502603983455657,1.390804898911918,1.7396980016442094,1,3,SelfPaced
12,28.232124,-1.740510477406456,1.3502603983455657,1.5548615965708419,1.6880825373198023,1,3,SelfPaced
13,28.233792,-1.7052638677032768,1.3502603983455657,1.6266292236758575,1.531397452297665,1,3,SelfPaced
14,28.235457,-1.6958945157568621,1.4750335079382262,1.6290031187118321,1.3078967016915852,1,3,SelfPaced
15,28.237125,-1.6958945157568621,1.594913554409606,1.5903701917073585,1.0755581193521422,1,3,SelfPaced
16,28.238793,-1.6958945157568621,1.594913554409606,1.535325416244476,0.8824808113013758,1,3,SelfPaced
17,28.240459,-1.6958945157568621,1.594913554409606,1.4777803838389871,0.7379551285386856,1,3,SelfPaced
18,28.242125,-1.6958945157568621,1.594913554409606,1.4246280690446775,0.6570921772437002,1,3,SelfPaced
19,28.243792,-1.6958945157568621,1.6463667751590332,1.363918053111589,0.6165706522979321,1,3,SelfPaced
20,28.245459,-1.6958945157568621,1.7378391676024592,1.2760197215482578,0.5715522373869244,1,3,SelfPaced
21,28.247123,-1.6958945157568621,1.7378391676024592,1.1489365177697777,0.501747913607803,1,3,SelfPaced
