.groups,time,HR1,HR2,Resp1,Resp2,group,trial,condition
1,9.2086917,NaN,0.20833874336981031,-2.2185076132184722,-0.5902615352241863,5,4,MovementGuided
2,9.2103583,NaN,0.20833874336981031,-2.2185076132184722,-0.5842678991626217,5,4,MovementGuided
3,9.212025,NaN,0.20833874336981031,-2.2185076132184722,-0.6844853463135048,5,4,MovementGuided
4,9.2136917,NaN,0.20833874336981031,-2.2060814845621466,-0.8165810194260538,5,4,MovementGuided
5,9.2153583,NaN,0.2623164486552065,-2.1588829565090104,-0.936307752213392,5,4,MovementGuided
6,9.217025,NaN,0.8830600594372623,-2.1135900249032535,-1.020209826583335,5,4,MovementGuided
7,9.2186917,NaN,0.8830600594372623,-2.0702880292383514,-1.0489991325562171,5,4,MovementGuided
8,9.220358300000001,NaN,0.8830600594372623,-2.0301790413369325,-0.9970480753490786,5,4,MovementGuided
9,9.222025,NaN,0.8830600594372623,-1.9965645610988043,-0.8371710490008598,5,4,MovementGuided
10,9.2236917,NaN,0.8830600594372623,-1.9743807415465742,-0.6220304116016699,5,4,MovementGuided
11,9.2253583,NaN,1.3418705543631306,-1.968670027381383,-0.41281545943086434,5,4,MovementGuided
12,9.227025,NaN,1.5577813755047158,-1.9821164030763097,-0.26350677897298813,5,4,MovementGuided
13,9.2286917,NaN,1.5577813755047158,-1.9325214808162279,-0.18701830498866867,5,4,MovementGuided
14,9.2303583,NaN,1.5577813755047158,-1.6687168240003054,-0.14066997544934176,5,4,MovementGuided
15,9.232025,NaN,1.5577813755047158,-1.2098800919854058,-0.11478086787833218,5,4,MovementGuided
16,9.2336917,NaN,1.9472151378728548,-0.7241256860043636,-0.16359965008809854,5,4,MovementGuided
17,9.2353583,NaN,2.240998502466363,-0.34317616663078754,-0.31096922955204226,5,4,MovementGuided
18,9.237025,NaN,2.240998502466363,-0.10561766146631002,-0.46853436568709605,5,4,MovementGuided
19,9.2386917,NaN,2.240998502466363,0.006899494847848128,-0.5876917230580269,5,4,MovementGuided
20,9.2403583,NaN,2.240998502466363,0.036410312649114034,-0.664406823168491,5,4,MovementGuided
21,9.242025,NaN,2.240998502466363,0.016199968883524485,-0.7382182753518465,5,4,MovementGuided
22,9.2436917,NaN,1.401054089975541,-0.0278257382145632,-0.8048761584342133,5,4,MovementGuided
23,9.2453583,NaN,0.19235359395216284,-0.08190538479773649,-0.9410077029123788,5,4,MovementGuided
24,9.247025,NaN,0.19235359395216284,-0.13975742924808396,-1.1433145298208665,5,4,MovementGuided
