.groups,time,HR1,HR2,Resp1,Resp2,group,trial,condition
1,1619602.5,-0.3227839856963077,0.7704318619990842,-0.8060105714549799,0.5862978810233436,8,2,TurnTaking
2,1619702.5,-0.3227839856963077,0.7704318619990842,-0.8324279303621436,0.3544639801998878,8,2,TurnTaking
3,1619802.5,-0.3227839856963077,0.4853707374322358,-0.8510184829245159,0.2113972949986178,8,2,TurnTaking
4,1619902.5,-0.3227839856963077,0.3632016840464436,-0.833157006181464,0.21902363699505314,8,2,TurnTaking
5,1620002.5,-0.15893937184982165,0.3632016840464436,-0.768418496080685,0.33183698903850334,8,2,TurnTaking
6,1620102.5,-0.01364320485388121,0.3632016840464436,-0.6752183457885372,0.4703954241398551,8,2,TurnTaking
7,1620202.5,-0.01364320485388121,0.3632016840464436,-0.5801062904223907,0.5759348557682848,8,2,TurnTaking
8,1620302.5,-0.01364320485388121,0.3632016840464436,-0.511783556014134,0.6583420060718471,8,2,TurnTaking
9,1620402.5,-0.01364320485388121,0.3632016840464436,-0.474881548260335,0.7198357579423574,8,2,TurnTaking
10,1620502.5,-0.01364320485388121,0.016332455109366376,-0.4814014541116057,0.7296852546073541,8,2,TurnTaking
11,1620602.5,-0.01364320485388121,-0.11196164326462109,-0.5070180124467715,0.7294988220651512,8,2,TurnTaking
12,1620702.5,-0.01364320485388121,-0.11196164326462109,-0.4679753354078016,0.724063291284784,8,2,TurnTaking
13,1620802.5,-0.01364320485388121,-0.11196164326462109,-0.31846445928736294,0.6763332040848025,8,2,TurnTaking
14,1620902.5,-0.01364320485388121,-0.11196164326462109,-0.0584566941843848,0.6106756903961199,8,2,TurnTaking
15,1621002.5,0.15950394201319382,-0.11196164326462109,0.2691427161811384,0.5695101035446739,8,2,TurnTaking
16,1621102.5,0.3130495250839962,-0.11196164326462109,0.5942078519520619,0.5515854231981678,8,2,TurnTaking
17,1621202.5,0.3130495250839962,-0.2800666268987851,0.8405984840098955,0.5485780923700944,8,2,TurnTaking
18,1621302.5,0.3130495250839962,-0.9124615653320687,0.9545713810063989,0.5307617320767498,8,2,TurnTaking
19,1621402.5,0.3130495250839962,-0.9124615653320687,0.9278306315476896,0.49058262052635365,8,2,TurnTaking
20,1621502.5,0.3130495250839962,-0.9124615653320687,0.7391416821884899,0.4071206464938303,8,2,TurnTaking
21,1621602.5,0.3130495250839962,-0.9124615653320687,0.39639702404709626,0.3195626488172262,8,2,TurnTaking
22,1621702.5,0.3130495250839962,-0.9124615653320687,-0.024088457693587115,0.27086164778861865,8,2,TurnTaking
23,1621802.5,0.3130495250839962,-0.9124615653320687,-0.4676841580785114,0.2524496797663382,8,2,TurnTaking
24,1621902.5,0.3130495250839962,-0.9124615653320687,-0.8213357602770411,0.26494218572849054,8,2,TurnTaking
25,1622002.5,0.7408460113469109,-1.0144089684470194,-1.0777006629414065,0.27790763840163296,8,2,TurnTaking
26,1622102.5,1.120212706712137,-1.592110919431741,-1.2970578582164476,0.2703774113819474,8,2,TurnTaking
27,1622202.5,1.120212706712137,-1.592110919431741,-1.481719651462163,0.23114205736515925,8,2,TurnTaking
28,1622302.5,1.120212706712137,-1.592110919431741,-1.611524088868049,0.17489618322517003,8,2,TurnTaking
29,1622402.5,1.120212706712137,-1.592110919431741,-1.6447354176814513,0.12047161161285819,8,2,TurnTaking
30,1622502.5,1.120212706712137,-1.592110919431741,-1.5292598241999076,0.08903225015464025,8,2,TurnTaking
31,1622602.5,1.120212706712137,-1.592110919431741,-1.2453065616662462,0.09785133324350041,8,2,TurnTaking
32,1622702.5,1.120212706712137,-1.592110919431741,-0.8564333242529578,0.1418854181788264,8,2,TurnTaking
33,1622802.5,1.120212706712137,-1.592110919431741,-0.42277766792591914,0.19521397392928394,8,2,TurnTaking
34,1622902.5,1.120212706712137,-1.7169988245223433,0.0013939627707824824,0.22568211643196665,8,2,TurnTaking
35,1623002.5,1.224821190937201,-1.7195475572792944,0.3790383755701826,0.20655462580499434,8,2,TurnTaking
36,1623102.5,1.317587205249994,-1.7195475572792944,0.6753260305721589,0.1460833542109523,8,2,TurnTaking
37,1623202.5,1.317587205249994,-1.7195475572792944,0.8518114536784548,0.07153566286330654,8,2,TurnTaking
38,1623302.5,1.317587205249994,-1.7195475572792944,0.899350116421406,0.04528162811899715,8,2,TurnTaking
39,1623402.5,1.317587205249994,-1.7195475572792944,0.7956758872461757,0.0741448030734178,8,2,TurnTaking
40,1623502.5,1.317587205249994,-1.7195475572792944,0.5169904932144174,0.12543267004768408,8,2,TurnTaking
41,1623602.5,1.317587205249994,-1.7087280939107665,0.0951608644419804,0.17198832376985979,8,2,TurnTaking
42,1623702.5,1.317587205249994,-1.4490609730660984,-0.4364252525327268,0.197766360534076,8,2,TurnTaking
43,1623802.5,1.317587205249994,-1.4490609730660984,-0.9541574189455546,0.17140156472132237,8,2,TurnTaking
44,1623902.5,1.317587205249994,-1.4490609730660984,-1.395009458791221,0.0342427467575894,8,2,TurnTaking
45,1624002.5,1.270774458436712,-1.4490609730660984,-1.7245909889886277,-0.16524251441490725,8,2,TurnTaking
46,1624102.5,1.2292612678664432,-1.4490609730660984,-1.9434780725513836,-0.33140120418888286,8,2,TurnTaking
47,1624202.5,1.2292612678664432,-1.4490609730660984,-2.07117732554974,-0.4402082398998852,8,2,TurnTaking
48,1624302.5,1.2292612678664432,-1.4490609730660984,-2.1202619712951374,-0.5133444141604097,8,2,TurnTaking
49,1624402.5,1.2292612678664432,-1.361447426322513,-2.205006150745323,-0.574569349222932,8,2,TurnTaking
50,1624502.5,1.2292612678664432,-1.175268639492394,-2.3675344403122036,-0.6367880826323542,8,2,TurnTaking
51,1624602.5,1.2292612678664432,-1.175268639492394,-2.5717602294303124,-0.7148969101502962,8,2,TurnTaking
52,1624702.5,1.2292612678664432,-1.175268639492394,-2.6356083459346986,-0.9231072753232754,8,2,TurnTaking
53,1624802.5,1.2292612678664432,-1.175268639492394,-2.598056285422422,-1.234239998614905,8,2,TurnTaking
54,1624902.5,1.2292612678664432,-1.175268639492394,-2.493927044482838,-1.5076416435576037,8,2,TurnTaking
55,1625002.5,1.2214591433975632,-1.175268639492394,-2.473642277762487,-1.6779335824587185,8,2,TurnTaking
56,1625102.5,1.2145402783025185,-1.175268639492394,-2.4956330869333634,-1.7611355883636528,8,2,TurnTaking
